Gedad Vict;Año I;Canton;Provincia;Tipo muerte SRMCE2;NDD;Accion Infraccion;Agravantes 142 1;Agravantes 142 2;Agravantes 142 3;Agravantes 142 4;Ambito Genero;anteced VBG vict;Anteced Vic;Anteced Vict;Antecedentes2;antecedVBG vic vict;Años Privac;Apelacion;Area;Arma Especif;Atenuantes Art 42;Casacion;Categoria Tipificada;Categoria Vict;Circunstancias Art 140;Cod Provin;Cuenta Noticia Delito;Cuenta Victima;Defensor Publico;Delito Sent Ejec;Delito Sentencia;Dictamen;Disc Vic;Edad Reproductiva;Edad Vic;Edad Vict;Embarazo Vic;Estado Causa;Estado Ppl;Estcivil Vic;Estcivil Vict;Etnia Vic;Etnia Vict;Fecha Acta;fecha actualizacionCJ;Fecha Detencion;Fecha I;fecha ingresaMatriz;Fecha M;Fecha Ndd;Fecha Proceso;fecha reformulacion NDD;Fecha Sentencia;Fechafallec Vict;Garantia No Repeticion;Gedad Vic;Glbti Vic;Hijos Vic;Hora Acta;Hora I;Hora Ndd;Id Victima;Indemnizacion;Indicio Asex;Ingresa;Intento Suicidio;Latitud;Longitud;Lugar Especif;Lugar Hecho;Mas Buscados;Med Cautelares Art522;Mes I;Mod Tipo Penal Otro;Muerte Victimario;Nac Vic;Nac Vict;Ndd Pd;Ndd Reformulacion;ndd tipoPenal Actual;ndd tipoPenal Inicia;Niña Adoles;Nivel Educación Vic;Nivin Vic;Nivin Vict;Noticia Delito;Num Vic Conex;Numero Juicio;Numhijos Vic;Ocupa Vic;Ocupa Vict;Orden Captura;Otros Agravantes Art 47;Otros Victimarios;Otrosproced Vict;Otrosproced Vict2;otrosProces vic vict;Pcausa M;Ppl Menor;Presun Motiva;presun motivaEsp;Privac Modif;Profesion Vic;Profesion Vict;Profugo Victimario;Rehabilitacion;rela vicConex;Relacion Vic Agresor;reportada PD;Resol Apela;Resol Casac;Restitucion;Satisfaccion Simbolica;Sexo Vic;Sexo Vict;Termina Causa;Tipo Arma;Tipo muerte SRMCE;Tipo Sent Ejec;Tipo Sentencia;Vic Conex;Victimas Indirect
ENTRE 25 Y 34 AÑOS;2014;BABAHOYO;LOS RIOS;OTRAS MUERTES VIOLENTAS;120101814090100;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;LESIONES CON ENFERMEDAD O INCAPACIDAD MAYOR A TRES DIAS SIN QUE EXCEDAN DE OCHO;NO;NO;;NO;NO APLICA;NO APLICA;URBANA;PISTOLA;NO APLICA;NO APLICA;ASESINATO;FALLECIDO;NO APLICA;12;1;1;;NO APLICA;NO APLICA;SIN DATO;NINGUNA;SI;24;30;NO;RESUELTA;NO APLICA;SOLTERO/A;UNION DE HECHO;MESTIZO/A;MESTIZO/A;5/9/2014;20/6/2021;NO APLICA;5/9/2014;;5/9/2014;9/9/2014;30/12/1899;;30/12/1899 0:00:00;5/9/2014;NO APLICA;ENTRE 15 Y 24 AÑOS;NO;SIN DATO;02:40;02:00;30/12/1899 10:31:39;6276;NO APLICA;NO;SAI;NO APLICA;-1,933898;-79,390113;DOMICILIO DE LA VICTIMA;CASA/VILLA;NO APLICA;NO APLICA;9;NO APLICA;SUICIDIO;ECUADOR;ECUADOR;NO APLICA;NO;140 ASESINATO;140 ASESINATO;;BACHILLERATO;SECUNDARIA;BACHILLERATO;1;NO APLICA;NO APLICA;SIN DATO;ESTUDIANTE;POLICIA;NO APLICA;NO APLICA;NO;NO;SI;NO;HERIDA POR ARMA DE FUEGO;NO APLICA;VIOLENCIA INTRAFAMILIAR;SENTIMENTAL;NO APLICA;ESTUDIANTE;POLICIA EN SERVICIO ACTIVO;NO;NO APLICA;NO APLICA;EXPAREJA;NO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;HOMBRE;ARCHIVO DE LA INVESTIGACION PREVIA;ARMA DE FUEGO;ASESINATO;NO APLICA;NO APLICA;NO;NO APLICA
ENTRE 35 Y 44 AÑOS;2014;AMBATO;TUNGURAHUA;FEMICIDIO;180101814090164;;SIN DATO;SIN DATO;SIN DATO;SIN DATO;PRIVADO;NO;NO;NO;;NO;26 AÑOS;SI;URBANA;CUCHILLO;SIN DATO;SI;FEMICIDIO;SOSPECHOSO;NO APLICA;18;1;1;SI;NO APLICA;141 FEMICIDIO;ACUSATORIO;NINGUNA;SI;37;37;NO;RECURSO DE CASACION;PROCESADO;CASADO/A;CASADO/A;MESTIZO/A;MESTIZO/A;7/9/2014;;14/11/2019;7/9/2014;;7/9/2014;13/5/2016;1/2/2016;;20/12/2019 0:00:00;NO APLICA;NO APLICA;ENTRE 35 Y 44 AÑOS;NO;SI;18:13;17:30;30/12/1899 15:03:23;6369;SI;NO;SAI;NO;-1,247542838;-78,618698828;DOMICILIO FAMILIAR;CASA/VILLA;SI;6;9;NO APLICA;NO APLICA;ECUADOR;ECUADOR;NO APLICA;NO;141 FEMICIDIO;141 FEMICIDIO;;SUPERIOR;SUPERIOR;PRIMARIA;1;NO APLICA;18282201600375;3;COMERCIANTE;COMERCIANTE;SI;SIN DATO;NO;NO;;JUICIO DE ALIMENTOS;HERIDA POR ARMA BLANCA;NO;VIOLENCIA INTRAFAMILIAR;SENTIMENTAL;NO APLICA;LIC.CC.EDUCACION;COMERCIANTE;NO;NO APLICA;NO APLICA;CONYUGE;NO;NEGANDO RECURSO;EN TRAMITE;NO APLICA;NO APLICA;MUJER;HOMBRE;SENTENCIA;ARMA BLANCA;FEMICIDIO;NO APLICA;CONDENATORIA;NO;NO APLICA
ENTRE 15 Y 24 AÑOS;2014;DURAN;GUAYAS;OTRAS MUERTES VIOLENTAS;090701814090126;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO;NO;NO;;NO;26 AÑOS;SI;URBANA;OBJETO CONTUSO;42.1;NO;ROBO CON MUERTE;SENTENCIADO;NO APLICA;09;1;1;;189 ROBO;189.6 ROBO;ACUSATORIO;NO DETERMINADO;NO;65;23;NO APLICA;RESUELTA;SENTENCIADO;VIUDO/A;SOLTERO/A;MESTIZO/A;MULATO/A;11/9/2014;;7/10/2014;11/9/2014;;11/9/2014;14/11/2015;13/9/2014;;1/7/2015 0:00:00;NO APLICA;NO;DE 65 AÑOS Y MÁS;NO;SI;23:00;18:00;30/12/1899 9:40:00;6638;SI;NO;SAI;SIN DATO;-2,155485;-79,834986;DOMICILIO DE LA VICTIMA;CASA/VILLA;NO APLICA;6;9;NO APLICA;NO APLICA;ECUADOR;ECUADOR;NO APLICA;NO;189 ROBO;189 ROBO;;BACHILLERATO;SECUNDARIA;SIN DATO;1;NO APLICA;09268-2014-1133;SIN DATO;COMERCIANTE;SIN DATO;NO APLICA;47.5, 7, 9;SI;NO;;NO;HERIDAS CONTUSAS;NO;DELINCUENCIA COMUN;ROBO A PERSONAS;NO APLICA;QUEHACER. DOMESTICOS;ESTUDIANTE;NO;NO;NO APLICA;PARIENTE CONSANGUINEO (FAMILIAR);NO;NEGANDO RECURSO;NO APLICA;NO;NO;MUJER;MUJER;SENTENCIA;ARMA CONTUNDENTE;ASESINATO;CONDENATORIA;CONDENATORIA;NO;HIJA
ENTRE 25 Y 34 AÑOS;2014;GUAYAQUIL;GUAYAS;OTRAS MUERTES VIOLENTAS;090101814092586;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PUBLICO;NO;NO;INTIMIDACION;SI;NO;NO APLICA;NO APLICA;URBANA;CUCHILLO;NO APLICA;NO APLICA;ASESINATO;FALLECIDO;NO APLICA;09;1;1;;NO APLICA;NO APLICA;SIN DATO;NINGUNA;SI;27;31;SIN DATO;RESUELTA;NO APLICA;CASADO/A;CASADO/A;MESTIZO/A;MESTIZO/A;13/9/2014;20/6/2021;NO APLICA;13/9/2014;;13/9/2014;14/9/2014;30/12/1899;;30/12/1899 0:00:00;16/9/2014;NO APLICA;ENTRE 25 Y 34 AÑOS;NO;SIN DATO;23:58;21:30;30/12/1899 1:47:59;6802;NO APLICA;NO;SAI;NO APLICA;-2,10476;-79,953191;OTRO LUGAR;VIA PUBLICA;NO APLICA;NO APLICA;9;NO APLICA;SUICIDIO;ECUADOR;ECUADOR;NO APLICA;NO;140 ASESINATO;140 ASESINATO;;BACHILLERATO;BACHILLERATO;BACHILLERATO;1;NO APLICA;NO APLICA;SIN DATO;OTROS;SIN DATO;NO APLICA;NO APLICA;NO;NO;;NO;HERIDA POR ARMA BLANCA;NO APLICA;VIOLENCIA INTRAFAMILIAR;SENTIMENTAL;NO APLICA;ESTUDIANTE;BACHILLER;NO;NO APLICA;NO APLICA;CONYUGE;NO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;HOMBRE;ARCHIVO DE LA INVESTIGACION PREVIA;ARMA BLANCA;ASESINATO;NO APLICA;NO APLICA;NO;NO APLICA
ENTRE 15 Y 24 AÑOS;2014;CUENCA;AZUAY;OTRAS MUERTES VIOLENTAS;010101815030142;144 HOMICIDIO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO;NO APLICA;NO;;NO IDENTIFICADO;NO APLICA;NO APLICA;URBANA;OBJETO CONTUSO;NO APLICA;NO APLICA;HOMICIDIO;NO IDENTIFICADO;NO APLICA;01;1;1;;NO APLICA;NO APLICA;ABSTENTIVO;NINGUNA;NO;2;24;NO APLICA;RESUELTA;NO APLICA;NO APLICA;SOLTERO/A;MESTIZO/A;MESTIZO/A;14/9/2014;;NO APLICA;14/9/2014;;14/9/2014;4/3/2015;15/9/2014;;;NO APLICA;NO APLICA;MENORES DE 15 AÑOS;NO;NO APLICA;19:45;18:00;30/12/1899 15:02:03;6810;NO APLICA;NO;SAI;NO IDENTIFICADO;-2,885830879;-78,998229980;DOMICILIO FAMILIAR;CASA/VILLA;NO APLICA;6;9;NO APLICA;NO APLICA;ECUADOR;ECUADOR;NO APLICA;NO;144 HOMICIDIO;144 HOMICIDIO;Niña;NO APLICA;NO APLICA;SIN DATO;1;NO APLICA;0165220141953;NO APLICA;NO APLICA;SIN DATO;NO APLICA;NO APLICA;NO;NO;;NO IDENTIFICADO;HERIDAS CONTUSAS;NO APLICA;VIOLENCIA INTRAFAMILIAR;MALTRATO;NO APLICA;NO APLICA;ESTUDIANTE;NO;NO APLICA;NO APLICA;NO IDENTIFICADO;NO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;HOMBRE;SOBRESEIMIENTO;ARMA CONTUNDENTE;ASESINATO;NO APLICA;NO APLICA;NO;NO APLICA
ENTRE 45 Y 64 AÑOS;2014;EL TRIUNFO;GUAYAS;OTRAS MUERTES VIOLENTAS;090901814090043;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PUBLICO;NO;NO;NO;;NO;NO APLICA;NO APLICA;URBANA;PISTOLA;NO APLICA;NO APLICA;ASESINATO;SOSPECHOSO;NO APLICA;09;1;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;SI;39;45;NO;INVESTIGACION PREVIA;NO APLICA;SOLTERO/A;SOLTERO/A;MONTUBIO/A;MESTIZO/A;16/9/2014;;30/12/1899;16/9/2014;;16/9/2014;17/9/2014;;;30/12/1899 0:00:00;NO APLICA;NO APLICA;ENTRE 35 Y 44 AÑOS;NO;SI;21:00;19:30;30/12/1899 17:29:56;6915;NO APLICA;NO;SAI;SIN DATO;-2,297599;-79,474507;OTRO LUGAR;VIA PUBLICA;NO APLICA;6;9;NO APLICA;NO APLICA;ECUADOR;ECUADOR;NO APLICA;NO;140 ASESINATO;140 ASESINATO;;EDUCACION BASICA;PRIMARIA;SIN DATO;1;NO APLICA;;SIN DATO;COMERCIANTE;SIN DATO;SIN DATO;NO APLICA;NO;NO;;NO;HERIDA POR ARMA DE FUEGO;NO APLICA;DELINCUENCIA COMUN;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO);NO APLICA;QUEHACER. DOMESTICOS;ESTUDIANTE;SIN DATO;NO APLICA;NO APLICA;DESCONOCIDO;NO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;HOMBRE;NO APLICA;ARMA DE FUEGO;SICARIATO;NO APLICA;NO APLICA;NO;NO APLICA
ENTRE 15 Y 24 AÑOS;2014;MACHALA;EL ORO;OTRAS MUERTES VIOLENTAS;070101814090623;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO;NO;INGRESO DE ARTICULOS PROHIBIDOS;SI;NO;34 AÑOS Y 8 MESES;SI;URBANA;CUCHILLO;NO;SI;ASESINATO;SENTENCIADO;NO APLICA;07;1;1;NO;140 ASESINATO;140 ASESINATO;ACUSATORIO;NINGUNA;SI;49;22;NO;RESUELTA;SENTENCIADO;CASADO/A;SOLTERO/A;MESTIZO/A;MULATO/A;24/9/2014;;30/12/1899;24/9/2014;;24/9/2014;24/9/2014;24/9/2014;;15/8/2015 0:00:00;NO APLICA;NO;ENTRE 45 Y 64 AÑOS;NO;SI;02:15;01:15;30/12/1899 4:25:54;7192;SI;NO;FLAGRANCIA;SI;-3,255734;-79,929728;DOMICILIO FAMILIAR;CASA/VILLA;NO APLICA;6;9;NO APLICA;NO APLICA;ECUADOR;ECUADOR;NO APLICA;NO;140 ASESINATO;140 ASESINATO;;EDUCACION BASICA;PRIMARIA;SIN DATO;1;NO APLICA;0771020140158;1;COMERCIANTE;JORNALERO;NO APLICA;47.9;NO;JUICO DE ALIMENTOS;;NO;HERIDA POR ARMA BLANCA;NO;VIOLENCIA INTRAFAMILIAR;SENTIMENTAL;NO APLICA;QUEHACER. DOMESTICOS;EMPLEADO;NO;NO;NO APLICA;PAREJA;NO;NEGANDO RECURSO;INADMISION;NO;NO;MUJER;HOMBRE;SENTENCIA;ARMA BLANCA;ASESINATO;CONDENATORIA;CONDENATORIA;NO;HIJO
ENTRE 25 Y 34 AÑOS;2014;GUAYAQUIL;GUAYAS;OTRAS MUERTES VIOLENTAS;090101815013555;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PUBLICO;NO;SI;NO;;NO;26 AÑOS;SI;URBANA;PISTOLA;NO;SI;ASESINATO;SENTENCIADO;2;09;1;1;;140 ASESINATO;140 ASESINATO;ACUSATORIO;NINGUNA;SI;25;26;SIN DATO;RESUELTA;SENTENCIADO;SOLTERO/A;CASADO/A;BLANCO/A;MESTIZO/A;25/9/2014;;27/9/2014;25/9/2014;;25/9/2014;19/1/2015;26/9/2014;;10/6/2015 0:00:00;NO APLICA;NO;ENTRE 25 Y 34 AÑOS;NO;SI;20:30;18:30;30/12/1899 10:26:48;7226;SI;NO;SAI;SIN DATO;-2,125637;-79,896699;OTRO LUGAR;RESTAURANTE;NO APLICA;6;9;NO APLICA;NO APLICA;ECUADOR;ECUADOR;NO APLICA;NO;140 ASESINATO;140 ASESINATO;;BACHILLERATO;BACHILLERATO;SIN DATO;1;NO APLICA;0928120143788;SIN DATO;ESTUDIANTE;COMERCIANTE;NO APLICA;47.5, 7, 9;SI;NO;;NO;HERIDA POR ARMA DE FUEGO;NO;DELINCUENCIA COMUN;ROBO A PERSONAS;NO APLICA;ESTUDIANTE;ESTUDIANTE;NO;NO;NO APLICA;AMIGO/A;NO;NEGANDO RECURSO;INADMISION;NO;NO;MUJER;HOMBRE;SENTENCIA;ARMA DE FUEGO;ASESINATO;CONDENATORIA;CONDENATORIA;NO;SIN DATO
ENTRE 25 Y 34 AÑOS;2014;SANTO DOMINGO;SANTO DOMINGO DE LOS TSACHILAS;FEMICIDIO;230101814090928-1;;SI;SI;NO;NO;PUBLICO;NO;NO;TENENCIA Y PORTE DE ARMAS;SI;NO;34 AÑOS Y 8 MESES;SI;URBANA;REVOLVER;NO;SI;FEMICIDIO;SENTENCIADO;NO APLICA;23;1;1;;141 FEMICIDIO;141 FEMICIDIO;ACUSATORIO;NINGUNA;SI;29;31;NO;RESUELTA;SENTENCIADO;SOLTERO/A;SOLTERO/A;MESTIZO/A;MESTIZO/A;28/9/2014;;9/10/2015;28/9/2014;;28/9/2014;5/7/2015;9/10/2015;;26/5/2016 0:00:00;NO APLICA;NO;ENTRE 25 Y 34 AÑOS;NO;SI;14:00;10:30;30/12/1899 9:36:16;7369;SI;NO;SAI;SIN DATO;-0,576234;-79,200005;OTRO LUGAR;VIA PUBLICA;NO APLICA;6;9;NO APLICA;NO APLICA;ECUADOR;ECUADOR;NO APLICA;NO;141 FEMICIDIO;141 FEMICIDIO;;EDUCACION BASICA;EDUCACION BASICA;EDUCACION BASICA;1;NO APLICA;23281201502988;SIN DATO;TRABAJADORA DEL HOGAR NO REMUNERADA;AGRICULTOR;NO APLICA;47.1.9;NO;NO;;"RETENCION INDEBIDA DE MENOR; AMENAZA DE DELITO QUE MEREZCA PENA DE RECLUSION MENOR";HERIDA POR ARMA DE FUEGO;NO;VIOLENCIA INTRAFAMILIAR;SENTIMENTAL;26 AÑOS;QUEHACER. DOMESTICOS;JORNALERO;NO;NO;NO APLICA;EXCONVIVIENTE;NO;REVOCATORIA/MODIFICACION DE LA PENA;INADMISION;NO;NO;MUJER;HOMBRE;SENTENCIA;ARMA DE FUEGO;FEMICIDIO;CONDENATORIA;CONDENATORIA;NO;2 HIJOS/AS
ENTRE 25 Y 34 AÑOS;2014;SALINAS;SANTA ELENA;OTRAS MUERTES VIOLENTAS;240301814090093;140 ASESINATO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO;NO;NO;;NO;34 AÑOS Y 8 MESES;SI;URBANA;OBJETO CONTUSO;NO;SI;ASESINATO;FALLECIDO;"2;6";24;1;1;;140 ASESINATO;140 ASESINATO;ACUSATORIO;NINGUNA;SI;25;25;SIN DATO;RESUELTA;FALLECIDO;SOLTERO/A;SOLTERO/A;MESTIZO/A;MESTIZO/A;28/9/2014;4/7/2021;11/11/2015;28/9/2014;;28/9/2014;29/9/2014;2/10/2014;;10/1/2017 0:00:00;30/12/2017;NO;ENTRE 25 Y 34 AÑOS;NO;SIN DATO;09:00;01:00;30/12/1899 15:19:46;7378;SI;NO;SAI;NO APLICA;-2,279313;-80,894121;OTRO DOMICILIO;CASA/VILLA;NO APLICA;6;9;NO APLICA;OTRO TIPO MUERTE EN CPL;ECUADOR;ECUADOR;NO APLICA;NO;140 ASESINATO;140 ASESINATO;;EDUCACION BASICA;PRIMARIA;SIN DATO;1;NO APLICA;2428120142780;SIN DATO;TRABAJADORA SEXUAL;SIN DATO;SI;47.6.7.9;NO;NO;;NO;HERIDAS CONTUSAS;NO;DELINCUENCIA COMUN;ROBO A PERSONAS;NO APLICA;ESTUDIANTE;ESTUDIANTE;NO;NO;NO APLICA;DESCONOCIDO;NO;NEGANDO RECURSO;INADMISION;NO;NO;MUJER;HOMBRE;SENTENCIA;ARMA CONTUNDENTE;ASESINATO;CONDENATORIA;CONDENATORIA;NO;SIN DATO
ENTRE 15 Y 24 AÑOS;2014;LA JOYA DE LOS SACHAS;ORELLANA;OTRAS MUERTES VIOLENTAS;220301814100008;;NO;NO;NO;NO;PUBLICO;NO;NO;INGRESO DE ARTICULOS PROHIBIDOS;SI;NO;24 AÑOS;NO;RURAL;NINGUNA;42.1;NO;VIOLACIÓN CON MUERTE;SENTENCIADO;NO APLICA;22;1;1;;171 VIOLACION;171 VIOLACION;ACUSATORIO;NINGUNA;NO;11;18;NO;RESUELTA;SENTENCIADO;NO APLICA;SOLTERO/A;MESTIZO/A;MESTIZO/A;4/10/2014;;5/10/2014;4/10/2014;;4/10/2014;6/10/2014;SIN DATO;;9/2/2015 0:00:00;NO APLICA;NO;MENORES DE 15 AÑOS;NO;NO;20:20;20:20;30/12/1899 12:33:27;7971;SI;SI;FLAGRANCIA;SIN DATO;-0,39406;-76,64982;OTRO LUGAR;BOSQUE Y RESERVAS ECOLOGICAS;NO APLICA;6;10;NO APLICA;NO APLICA;ECUADOR;ECUADOR;NO APLICA;NO;171 VIOLACION EN TODOS LOS CASOS, SI SE PRODUCE LA MUERTE DE LA VICTIMA;171 VIOLACION EN TODOS LOS CASOS, SI SE PRODUCE LA MUERTE DE LA VICTIMA;Niña;NINGUNO;NINGUNO;SIN DATO;1;NO APLICA;2225220140161;NO APLICA;ESTUDIANTE;SIN DATO;NO APLICA;NO;NO;NO;;NO;ESTRANGULACION;NO;DELINCUENCIA COMUN;VIOLACION SEXUAL (DESCONOCIDO);NO APLICA;NINGUNA;OBRERO;NO;NO;NO APLICA;PARIENTE CONSANGUINEO (FAMILIAR);NO;NO APLICA;NO APLICA;NO;NO;MUJER;HOMBRE;SENTENCIA;OTROS;ASESINATO;CONDENATORIA;CONDENATORIA;NO;PADRES
ENTRE 25 Y 34 AÑOS;2014;PIMAMPIRO;IMBABURA;OTRAS MUERTES VIOLENTAS;100501814100003;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PUBLICO;NO;NO;NO;;NO;NO APLICA;NO APLICA;RURAL;CUCHILLO;NO APLICA;NO APLICA;ASESINATO;SOSPECHOSO;NO APLICA;10;1;1;;NO APLICA;NO APLICA;ACUSATORIO;NINGUNA;SI;25;32;SI;JUICIO;PROFUGO;SOLTERO/A;SOLTERO/A;MESTIZO/A;MESTIZO/A;5/10/2014;;30/12/1899;5/10/2014;;5/10/2014;10/6/2016;10/5/2016;;30/12/1899 0:00:00;NO APLICA;NO APLICA;ENTRE 25 Y 34 AÑOS;NO;SI;17:00;05:00;30/12/1899 10:28:35;7549;NO APLICA;NO;SAI;NO;0,231323806;-77,912185192;OTRO LUGAR;RIO;SIN DATO;6;10;NO APLICA;NO APLICA;ECUADOR;ECUADOR;NO APLICA;NO;140 ASESINATO;140 ASESINATO;;SUPERIOR;SUPERIOR;PRIMARIA;1;NO APLICA;10281201600751;SIN DATO;OTROS;ARTESANO;SI;NO APLICA;NO;NO;;NO;HERIDA POR ARMA BLANCA;NO;VIOLENCIA INTRAFAMILIAR;SENTIMENTAL;NO APLICA;ESTUDIANTE;ARTESANO;SI;NO APLICA;NO APLICA;EXCONVIVIENTE;NO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;HOMBRE;NO APLICA;ARMA BLANCA;ASESINATO;NO APLICA;NO APLICA;NO;NO APLICA
ENTRE 25 Y 34 AÑOS;2014;BALSAS;EL ORO;OTRAS MUERTES VIOLENTAS;ACTO ADMINISTRATIVO NRO. 28 - AA - SCC - 173;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO;NO APLICA;NO;;NO APLICA;NO APLICA;NO APLICA;RURAL;VENENO;NO APLICA;NO APLICA;HOMICIDIO;FALLECIDO;NO APLICA;07;1;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;NO;4;28;NO APLICA;INVESTIGACION PREVIA;NO APLICA;NO APLICA;SOLTERO/A;MESTIZO/A;MESTIZO/A;8/10/2014;;NO APLICA;8/10/2014;;8/10/2014;9/10/2014;;;30/12/1899 0:00:00;8/10/2014;NO APLICA;MENORES DE 15 AÑOS;NO;NO APLICA;21:30;18:00;30/12/1899 14:06:00;7694;NO APLICA;NO;ACTO ADMINISTRATIVO;NO APLICA;-3,760204;-79,825003;DOMICILIO FAMILIAR;CASA/VILLA;NO APLICA;NO APLICA;10;NO APLICA;SUICIDIO;ECUADOR;ECUADOR;NO APLICA;NO;SUICIDIO - CONSUMADO;SUICIDIO - CONSUMADO;Niña;NINGUNO;NINGUNO;PRIMARIA;1;1;;NO APLICA;NO APLICA;JORNALERO;NO APLICA;NO APLICA;NO;NO;;NO APLICA;INTOXICACION;NO APLICA;VIOLENCIA INTRAFAMILIAR;SENTIMENTAL;NO APLICA;NO APLICA;AGRICULTOR;NO;NO APLICA;HERMANO(S);PARIENTE CONSANGUINEO (FAMILIAR);NO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;HOMBRE;NO APLICA;SUSTANCIAS;HOMICIDIO;NO APLICA;NO APLICA;SI;NO APLICA
ENTRE 25 Y 34 AÑOS;2014;LA MANA;COTOPAXI;FEMICIDIO;050201814100018;;SI;SI;SI;NO;PRIVADO;NO;NO;TENENCIA ILEGAL DE ARMAS;SI;NO;22 AÑOS;NO;URBANA;NINGUNA;NO;NO;FEMICIDIO;SENTENCIADO;NO APLICA;05;1;1;;141 FEMICIDIO;141 FEMICIDIO;ACUSATORIO;NINGUNA;SI;29;30;SI;RESUELTA;SENTENCIADO;SOLTERO/A;SOLTERO/A;MESTIZO/A;MESTIZO/A;10/10/2014;;12/10/2014;9/10/2014;;10/10/2014;10/10/2014;12/10/2014;;18/12/2015 0:00:00;NO APLICA;NO;ENTRE 25 Y 34 AÑOS;NO;SI;19:00;00:00;30/12/1899 21:56:18;7741;SI;NO;SAI;NO;-0,939888954;-79,222674847;DOMICILIO DEL VICTIMARIO;CASA/VILLA;NO APLICA;6;10;NO APLICA;NO APLICA;ECUADOR;ECUADOR;NO APLICA;REFORMULACION A 141 FEMICIDIO;141 FEMICIDIO;140 ASESINATO;;EDUCACION BASICA;EDUCACION BASICA;SECUNDARIA;1;NO APLICA;0525420140539;3;JORNALERA;JORNALERO;NO APLICA;47.9;NO;NO;;NO;ESTRANGULACION;NO;VIOLENCIA INTRAFAMILIAR;SENTIMENTAL;NO APLICA;QUEHACER. DOMESTICOS;ESTUDIANTE;NO;NO;NO APLICA;EXCONVIVIENTE;NO;NO APLICA;NO APLICA;NO;NO;MUJER;HOMBRE;SENTENCIA;OTROS;FEMICIDIO;CONDENATORIA;CONDENATORIA;NO;3 HIJOS/AS
ENTRE 45 Y 64 AÑOS;2014;QUIJOS;NAPO;OTRAS MUERTES VIOLENTAS;150701814100006;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PUBLICO;NO;NO;NO;;VIOLENCIA FISICA Y PSICOLOGICA CONTRA LA MUJER O MIEMBROS DEL NUCLEO FAMILIAR;NO APLICA;SI;RURAL;CUCHILLO;NO APLICA;SI;ASESINATO;SOSPECHOSO;NO APLICA;15;1;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;SI;49;52;NO;RECURSO DE CASACION;PROFUGO;DIVORCIADO/A;DIVORCIADO/A;MESTIZO/A;MESTIZO/A;10/10/2014;18/7/2021;30/12/1899;10/10/2014;;10/10/2014;13/10/2014;16/10/2014;;30/12/1899 0:00:00;NO APLICA;NO APLICA;ENTRE 45 Y 64 AÑOS;NO;SI;17:00;13:00;30/12/1899 8:56:03;7748;NO APLICA;NO;SAI;NO;-0,290278;-78,135602;OTRO LUGAR;TERRENO BALDIO;NO APLICA;6;10;NO APLICA;NO APLICA;ECUADOR;ECUADOR;NO APLICA;NO;140 ASESINATO;140 ASESINATO;;BACHILLERATO;SECUNDARIA;SIN DATO;1;NO APLICA;1512320140468;3;AGRICULTORA;SIN DATO;SIN DATO;NO APLICA;NO;NO;;INCENDIO DE BIENES, CON RIESGOS A PERSONAS;HERIDA POR ARMA BLANCA;NO APLICA;VIOLENCIA INTRAFAMILIAR;MALTRATO;NO APLICA;QUEHACER. DOMESTICOS;JORNALERO;SI;NO APLICA;NO APLICA;EXCONVIVIENTE;NO;NEGANDO RECURSO;RECURSO IMPROCEDENTE;NO APLICA;NO APLICA;MUJER;HOMBRE;SENTENCIA;ARMA BLANCA;ASESINATO;NO APLICA;RATIFICATORIA DE INOCENCIA;NO;SIN DATO
